stock_code;description;total_revenue;total_units;avg_discount;promo_revenue
22627;MINT KITCHEN SCALES;7547,39;  855;-0,1209;1194,16
21668;RED STRIPE CERAMIC DRAWER KNOB;7527,66; 5528;-0,3333;1539,12
22367;CHILDRENS APRON SPACEBOY DESIGN;7520,28; 3755;-0,2412;2065,80
22381;TOY TIDY PINK POLKADOT;7437,94; 3441;-0,4364;3237,50
84836;ZINC METAL HEART DECORATION;7426,82; 5944;-0,0909;508,80
22741;FUNKY DIVA PEN;7363,86; 8547;-0,3034;414,72
23382;BOX OF 6 CHRISTMAS CAKE DECORATIONS;7356,18; 1875;-0,2429;1895,04
21169;YOU'RE CONFUSING ME METAL SIGN;7320,36; 4424;-0,3233;2853,60
23083;SET 6 PAPER TABLE LANTERN STARS;7254,65; 1933;-0,1292;1816,08
23240;SET OF 4 KNICK KNACK TINS DOILEY;7252,94; 1820;-0,0265;3240,00
20969;RED FLORAL FELTCRAFT SHOULDER BAG;7236,93; 1962;-0,1374;3224,88
22631;CIRCUS PARADE LUNCH BOX;7207,37; 3681;-0,3384;2534,40
22634;CHILDS BREAKFAST SET SPACEBOY;7191,15;  766;-0,0360;3468,00
22485;SET OF 2 WOODEN MARKET CRATES;7190,35;  526;-0,1771;1445,40
22553;PLASTERS IN TIN SKULLS;7176,67; 4269;-0,1920;1113,60
22767;TRIPLE PHOTO FRAME CORNICE;7173,55;  774;-0,0325;1987,68
21787;RAIN PONCHO RETROSPOT;7163,65; 8878;-0,2381;1591,20
22834;HAND WARMER BABUSHKA DESIGN;7136,23; 4970;-0,0591;3176,00
21669;BLUE STRIPE CERAMIC DRAWER KNOB;7136,00; 5285;-0,2728;1068,48
22637;PIGGY BANK RETROSPOT;7121,38; 2764;-0,2187;1575,00
21259;VICTORIAN SEWING BOX SMALL;7106,95; 1184;-0,1775;1475,10
22505;MEMO BOARD COTTAGE DESIGN;7104,22; 1461;-0,1427;2771,00
23320;GIANT 50'S CHRISTMAS CRACKER;7072,16; 2668;0,0303;1557,82
21912;VINTAGE SNAKES & LADDERS;7062,70; 1790;-0,3155;1852,92
22950;36 DOILIES VINTAGE CHRISTMAS;7061,73; 5172;-0,0883;2910,00
22663;JUMBO BAG DOLLY GIRL DESIGN;7053,28; 3420;-0,2378;2798,70
C2;CARRIAGE;7051,00;  142;0,0024;101,00
22333;RETROSPOT PARTY BAG + STICKER SET;7047,24; 4494;-0,1372;3619,20
22946;WOODEN ADVENT CALENDAR CREAM;7047,17;  454;-0,0708;2770,00
23215;JINGLE BELL HEART ANTIQUE SILVER;7044,64; 3567;-0,0861;3021,52
22839;3 TIER CAKE TIN GREEN AND CREAM;7011,57;  447;-0,2417;2531,93
23293;SET OF 12 FAIRY CAKE BAKING CASES;7001,99; 8486;-0,2793;2436,48
22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;6977,60; 1068;-0,1467;2450,28
21922;UNION STRIPE WITH FRINGE  HAMMOCK;6952,31;  899;-0,1549;3322,20
21877;HOME SWEET HOME MUG;6942,33; 5418;-0,3721;2365,92
21165;BEWARE OF THE CAT METAL SIGN;6939,08; 4156;-0,2751;2418,60
21094;SET/6 RED SPOTTY PAPER PLATES;6933,26; 8758;-0,1600;2288,64
22109;FULL ENGLISH BREAKFAST PLATE;6928,65; 1642;-0,4632;2657,76
22840;ROUND CAKE TIN VINTAGE RED;6927,64;  916;-0,0518;2999,60
21257;VICTORIAN SEWING BOX MEDIUM;6909,37;  689;-0,4151;1112,00
22294;HEART FILIGREE DOVE  SMALL;6901,33; 5534;-0,1591;712,32
21326;AGED GLASS SILVER T-LIGHT HOLDER;6890,47;10583;-0,2586;2607,00
84997A;CHILDRENS CUTLERY POLKADOT GREEN;6864,42; 1728;-0,1103;3565,44
22580;ADVENT CALENDAR GINGHAM SACK;6860,09; 1313;0,0369;3103,44
75049L;LARGE CIRCULAR MIRROR MOBILE;6827,98; 7114;0,3205;6107,05
21672;WHITE SPOT RED CERAMIC DRAWER KNOB;6815,90; 5022;-0,3488;1091,76
23297;SET 40 HEART SHAPE PETIT FOUR CASES;6792,23; 4303;-0,1145;2552,00
22620;4 TRADITIONAL SPINNING TOPS;6789,46; 4894;-0,1436;2421,35
22943;CHRISTMAS LIGHTS 10 VINTAGE BAUBLES;6785,17; 1361;-0,2630;2299,25
23254;CHILDRENS CUTLERY DOLLY GIRL;6782,76; 1674;-0,0284;1890,00
23541;WALL ART CLASSIC PUDDINGS;6762,71;  864;-0,1802;4303,24
23008;DOLLY GIRL BABY GIFT SET;6753,51;  435;0,0479;4364,49
23480;MINI LIGHTS WOODLAND MUSHROOMS;6726,64; 1800;-0,1794;2289,84
23247;BISCUIT TIN 50'S CHRISTMAS;6715,93; 2206;-0,1351;1165,32
22668;PINK BABY BUNTING;6710,42; 2190;-0,3940;2295,00
21533;RETROSPOT LARGE MILK JUG;6701,22; 1361;-0,0693;1530,00
85014A;BLACK/BLUE POLKADOT UMBRELLA;6684,67; 1164;-0,0901;2138,40
21871;SAVE THE PLANET MUG;6681,21; 5454;-0,4499;3187,46
84988;SET OF 72 PINK HEART PAPER DOILIES;6672,70; 4312;-0,4798;1170,00
21888;BINGO SET;6667,04; 1690;-0,2586;1342,44
20718;RED RETROSPOT SHOPPER BAG;6613,04; 4776;-0,4205;1272,00
84992;72 SWEETHEART FAIRY CAKE CASES;6555,33;13360;-0,2397;2760,00
23229;VINTAGE DONKEY TAIL GAME;6550,17; 1815;-0,1339;2355,84
22508;DOORSTOP RETROSPOT HEART;6544,63; 1599;-0,2143;311,88
82486;3 DRAWER ANTIQUE WHITE WOOD CABINET;6529,54;  742;-0,0376;2151,60
21122;SET/10 PINK POLKADOT PARTY CANDLES;6496,04; 5331;-0,0970;1221,12
23311;VINTAGE CHRISTMAS STOCKING;6488,20; 2390;-0,1630;201,60
84946;ANTIQUE SILVER TEA GLASS ETCHED;6478,01; 4558;-0,2913;1908,00
22141;CHRISTMAS CRAFT TREE TOP ANGEL;6474,29; 2796;-0,2366;1243,20
23103;JINGLE BELL HEART DECORATION;6472,36; 3828;-0,1186;104,40
22804;CANDLEHOLDER PINK HANGING HEART;6471,24; 2262;-0,0685;2028,66
23553;LANDMARK FRAME CAMDEN TOWN;6457,15;  569;-0,0632;5069,85
84030E;ENGLISH ROSE HOT WATER BOTTLE;6452,94; 1506;-0,1608;2220,00
20676;RED RETROSPOT BOWL;6441,06; 5076;-0,3021;2289,60
23571;TRADITIONAL NAUGHTS & CROSSES;6436,61; 2859;-0,1435;208,80
23134;LARGE ZINC HEART WALL ORGANISER;6431,11; 1065;0,0416;6034,98
22635;CHILDS BREAKFAST SET DOLLY GIRL;6422,28;  682;-0,0418;2779,50
84970L;SINGLE HEART ZINC T-LIGHT HOLDER;6412,77; 6065;-0,3736;857,94
22784;LANTERN CREAM GAZEBO;6405,54; 1281;-0,1437;2031,50
22979;PANTRY WASHING UP BRUSH;6401,97; 4097;-0,2495;885,00
23307;SET OF 60 PANTRY DESIGN CAKE CASES;6379,59;12063;-0,2387;1441,44
23172;REGENCY TEA PLATE PINK;6360,91; 3871;-0,2524;2140,20
22303;COFFEE MUG APPLES DESIGN;6353,55; 2822;-0,0830;1995,84
22895;SET OF 2 TEA TOWELS APPLE AND PEARS;6349,95; 2063;-0,1061;3435,05
22151;PLACE SETTING WHITE HEART;6332,29;15150;-0,3750;2021,76
21154;RED RETROSPOT OVEN GLOVE;6321,76; 4035;-0,5556;1484,00
21380;WOODEN HAPPY BIRTHDAY GARLAND;6316,36; 2168;-0,1812;1774,80
21935;SUKI  SHOULDER BAG;6298,61; 3393;-0,4163;609,00
22826;LOVE SEAT ANTIQUE WHITE METAL;6210,00;   58;-0,3415;0,00
23169;CLASSIC GLASS COOKIE JAR;6191,69; 1439;-0,1445;1665,00
23192;BUNDLE OF 3 ALPHABET EXERCISE BOOKS;6142,29; 3533;-0,0741;1461,60
21670;BLUE SPOT CERAMIC DRAWER KNOB;6141,29; 4370;-0,3631;506,64
21975;PACK OF 60 DINOSAUR CAKE CASES;6117,91;12340;-0,1340;2225,28
23118;PARISIENNE JEWELLERY DRAWER;6102,18;  813;-0,1187;1521,52
21156;RETROSPOT CHILDRENS APRON;6093,05; 3171;-0,2173;2207,70
21671;RED SPOT CERAMIC DRAWER KNOB;6078,54; 4421;-0,3788;811,92
21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;6071,75; 4395;-0,3431;811,92
47591D;PINK FAIRY CAKE CHILDRENS APRON;6060,25; 3211;-0,1056;1834,80
47556B;TEA TIME TEA TOWELS;6045,00; 2600;-0,1072;0,00
23534;WALL ART STOP FOR TEA;6042,15;  870;-0,3208;1243,23
17003;BROCADE RING PURSE;6036,39;23056;-0,2521;3053,61
22366;DOORMAT AIRMAIL;6034,90;  800;-0,2343;2780,32
22174;PHOTO CUBE;6013,43; 3239;-0,5633;2190,24
21535;RED RETROSPOT SMALL MILK JUG;6011,51; 2497;-0,0804;2066,40
48129;DOORMAT TOPIARY;6009,84;  904;-0,1037;3365,50
23296;SET OF 6 TEA TIME BAKING CASES;5988,05; 4981;-0,2188;2038,40
23535;WALL ART BICYCLE SAFETY;5983,90;  850;-0,3120;1139,62
23312;VINTAGE CHRISTMAS GIFT SACK;5968,30; 1424;-0,0725;1290,00
22783;SET 3 WICKER OVAL BASKETS W LIDS;5961,25;  463;-0,8395;0,00
23052;RECYCLED ACAPULCO MAT TURQUOISE;5949,34;  654;-0,1860;149,00
22150;3 STRIPEY MICE FELTCRAFT;5925,39; 3030;-0,1646;1339,80
23154;SET OF 4 JAM JAR MAGNETS;5907,36; 2732;-0,0591;1265,40
23113;PANTRY CHOPPING BOARD;5868,50; 1154;-0,2852;298,80
22971;QUEENS GUARD COFFEE MUG;5849,29; 2431;-0,0910;2016,00
23485;BOTANICAL GARDENS WALL CLOCK;5843,92;  262;0,0083;3744,00
22207;FRYING PAN UNION FLAG;5837,84; 1334;-0,4521;3037,50
22751;FELTCRAFT PRINCESS OLIVIA DOLL;5812,72; 1566;-0,1287;2318,76
22796;PHOTO FRAME 3 CLASSIC HANGING;5807,35;  584;-0,0512;790,50
22779;WOODEN OWLS LIGHT GARLAND;5802,60; 1540;0,0153;3371,60
22740;POLKADOT PEN;5793,62; 6842;-0,3352;864,00
22365;DOORMAT RESPECTABLE HOUSE;5762,28;  790;-0,2473;2431,10
84997B;RED 3 PIECE RETROSPOT CUTLERY SET;5729,11; 1580;0,0189;5088,63
62018;SOMBRERO;5716,85; 4415;0,0706;5165,00
21242;RED RETROSPOT PLATE;5704,78; 3376;-0,2318;2018,40
22646;CERAMIC STRAWBERRY CAKE MONEY BANK;5695,77; 4168;-0,4148;2100,40
22907;PACK OF 20 NAPKINS PANTRY DESIGN;5681,90; 6587;-0,1621;1082,88
22088;PAPER BUNTING COLOURED LACE;5661,05; 1893;-0,2169;2078,25
22837;HOT WATER BOTTLE BABUSHKA;5625,38; 1166;-0,1968;1576,75
22418;10 COLOUR SPACEBOY PEN;5585,45; 6564;-0,2423;725,76
22488;NATURAL SLATE RECTANGLE CHALKBOARD;5575,33; 3196;-0,2549;1252,80
21558;SKULL LUNCH BOX WITH CUTLERY;5568,07; 2138;-0,3187;1575,00
22798;ANTIQUE GLASS DRESSING TABLE POT;5564,25; 1799;-0,2807;1091,40
23531;WALL ART BIG LOVE;5559,11;  979;-0,1015;3776,46
22429;ENAMEL MEASURING JUG CREAM;5549,68; 1272;-0,1375;900,00
23177;TREASURE ISLAND BOOK BOX;5528,04; 2535;-0,1987;2815,80
23133;LARGE IVORY HEART WALL ORGANISER;5525,40;  782;-0,1106;3171,16
22464;HANGING METAL HEART LANTERN;5519,42; 3423;-0,1733;990,61
23158;SET OF 5 LUCKY CAT MAGNETS;5517,99; 2635;-0,2838;1465,20
23583;LUNCH BAG PAISLEY PARK;5513,83; 3395;-0,0905;1464,50
22964;3 PIECE SPACEBOY COOKIE CUTTER SET;5481,09; 2628;-0,2034;1931,40
22904;CALENDAR PAPER CUT DESIGN;5479,06; 1838;-0,1347;1020,00
22297;HEART IVORY TRELLIS SMALL;5468,66; 4171;-0,3912;661,44
23135;SMALL ZINC HEART WALL ORGANISER;5416,18; 1541;0,0129;4918,80
22827;RUSTIC  SEVENTEEN DRAWER SIDEBOARD;5415,00;   35;0,0420;2610,00
23205;CHARLOTTE BAG VINTAGE ALPHABET;5407,58; 5459;-0,3682;1418,40
22584;PACK OF 6 PANNETONE GIFT BOXES;5405,98; 2100;-0,2128;1209,60
22845;VINTAGE CREAM CAT FOOD CONTAINER;5403,28;  803;-0,2349;1399,50
22349;DOG BOWL CHASING BALL DESIGN;5389,02; 1368;-0,1005;339,18
23494;VINTAGE DOILY DELUXE SEWING KIT;5377,81;  813;-0,1436;499,95
21172;PARTY METAL SIGN;5345,88; 3490;-0,3907;947,50
22998;TRAVEL CARD WALLET KEEP CALM;5314,90;12490;-0,1814;1581,12
22120;WELCOME  WOODEN BLOCK LETTERS;5276,94;  526;-0,1038;1011,50
22296;HEART IVORY TRELLIS LARGE;5274,12; 3156;-0,1370;400,20
22623;BOX OF VINTAGE JIGSAW BLOCKS;5248,21;  939;-0,0431;2082,40
84997D;PINK 3 PIECE POLKADOT CUTLERY SET;5234,56; 1437;0,0108;4600,80
22848;BREAD BIN DINER STYLE PINK;5225,40;  324;-0,0739;3064,85
23132;SMALL IVORY HEART WALL ORGANISER;5219,10; 1034;-0,0805;3152,91
22772;PINK DRAWER KNOB ACRYLIC EDWARDIAN;5211,70; 3869;-0,3282;987,84
22781;GUMBALL MAGAZINE RACK;5198,66;  622;-0,2845;1424,25
22665;RECIPE BOX BLUE SKETCHBOOK DESIGN;5195,03; 1517;-0,3728;1162,80
23263;SET OF 3 WOODEN HEART DECORATIONS;5184,69; 3893;-0,1542;299,52
22689;DOORMAT MERRY CHRISTMAS RED;5176,25;  673;-0,2361;1705,70
22898;CHILDRENS APRON APPLES DESIGN;5174,32; 2426;-0,3095;996,60
21844;RED RETROSPOT MUG;5170,64; 1848;-0,1221;2417,40
23157;SET OF 6 NATIVITY MAGNETS;5170,10; 2570;-0,1338;1988,75
21428;SET3 BOOK BOX GREEN GINGHAM FLOWER;5167,88; 1208;-0,2785;2312,80
21164;HOME SWEET HOME METAL SIGN;5161,88; 1768;-0,1153;1331,10
23165;LARGE CERAMIC TOP STORAGE JAR;5147,66; 3118;-0,1966;1809,60
23162;REGENCY TEA STRAINER;5143,69; 1412;-0,1793;2329,32
22302;COFFEE MUG PEARS  DESIGN;5136,84; 2330;-0,0689;1693,44
37449;CERAMIC CAKE STAND + HANGING CAKES;5127,24;  564;0,0043;2597,28
22595;GINGHAM HEART DECORATION;5125,46; 6152;-0,1855;1382,40
23397;FOOT STOOL HOME SWEET HOME;5097,65;  489;-0,1632;1124,70
21098;CHRISTMAS TOILET ROLL;5093,76; 3731;-0,3442;2312,92
22371;AIRLINE BAG VINTAGE TOKYO 78;5093,57; 1091;-0,2228;1223,95
21756;BATH BUILDING BLOCK WORD;5089,56;  823;-0,1075;490,50
23234;BISCUIT TIN VINTAGE CHRISTMAS;5088,45; 1725;-0,1681;1090,62
23126;FELTCRAFT GIRL AMELIE KIT;5083,89; 1012;-0,0898;531,20
23295;SET OF 12 MINI LOAF BAKING CASES;5078,43; 6140;-0,3357;1791,36
23198;PANTRY MAGNETIC  SHOPPING LIST;5068,40; 3346;-0,2391;874,92
23109;PACK OF SIX LED TEA LIGHTS;5048,72; 1766;-0,1264;956,16
22780;LIGHT GARLAND BUTTERFILES PINK;5044,34; 1346;0,0152;3029,84
23314;VINTAGE CHRISTMAS TABLECLOTH;5037,96;  409;-0,0879;1226,02
22301;COFFEE MUG CAT + BIRD DESIGN;5031,83; 2225;-0,2457;1668,24
21907;I'M ON HOLIDAY METAL SIGN;5031,38; 2373;-0,0949;488,40
22957;SET 3 PAPER VINTAGE CHICK PAPER EGG;5023,50; 1778;-0,0554;1774,80
22271;FELTCRAFT DOLL ROSIE;5022,10; 1706;-0,1436;1071,00
22636;CHILDS BREAKFAST SET CIRCUS PARADE;5009,56;  595;-0,0503;1315,80
23543;WALL ART KEEP CALM;5003,04;  968;-0,0501;3814,00
21932;SCANDINAVIAN PAISLEY PICNIC BAG;5001,98; 2724;-0,2522;0,00
22849;BREAD BIN DINER STYLE MINT;5001,83;  321;0,0010;3003,36
23310;BUBBLEGUM RING ASSORTED;4997,28;12050;-0,1382;648,00
23556;LANDMARK FRAME COVENT GARDEN;4974,51;  439;-0,0089;3712,05
21933;PINK VINTAGE PAISLEY PICNIC BAG;4964,03; 2676;-0,2514;0,00
22142;CHRISTMAS CRAFT WHITE FAIRY;4950,54; 3250;-0,2056;970,00
23570;TRADITIONAL PICK UP STICKS GAME;4944,37; 2782;-0,1414;0,00
84212;"ASSORTED FLOWER COLOUR ""LEIS""";4934,87;10315;-0,3735;3326,40
22110;BIRD HOUSE HOT WATER BOTTLE;4914,69; 1173;-0,5868;75,60
21937;STRAWBERRY   PICNIC BAG;4901,80; 1708;-0,1538;1818,15
22748;POPPY'S PLAYHOUSE KITCHEN;4897,63; 2125;-0,1785;444,00
23010;CIRCUS PARADE BABY GIFT SET;4896,55;  316;0,0382;3093,70
23351;ROLL WRAP 50'S CHRISTMAS;4880,65; 3539;-0,2065;611,52
21124;SET/10 BLUE POLKADOT PARTY CANDLES;4868,05; 4015;-0,0380;915,84
23503;PLAYING CARDS KEEP CALM & CARRY ON;4864,30; 3646;-0,0232;232,96
21086;SET/6 RED SPOTTY PAPER CUPS;4861,90; 7137;-0,4732;1259,28
21033;JUMBO BAG CHARLIE AND LOLA TOYS;4853,81; 1933;0,2254;3836,27
21390;FILIGRIS HEART WITH BUTTERFLY;4851,88; 3906;-0,1762;1043,04
21876;POTTERING MUG;4834,51; 3796;-0,6705;438,48
23554;LANDMARK FRAME OXFORD STREET;4830,53;  424;-0,0423;3580,65
23555;LANDMARK FRAME NOTTING HILL;4818,07;  424;-0,0300;3580,65
22549;PICTURE DOMINOES;4799,83; 3189;-0,3643;990,00
23159;SET OF 5 PANCAKE DAY MAGNETS;4771,76; 2321;-0,1123;1043,40
23184;BULL DOG BOTTLE OPENER;4764,50;  874;-0,3037;830,00
84050;PINK HEART SHAPE EGG FRYING PAN;4761,78; 3234;-0,3088;2567,30
21539;RED RETROSPOT BUTTER DISH;4758,75;  972;-0,1051;1326,00
22243;5 HOOK HANGER RED MAGIC TOADSTOOL;4753,29; 3099;-0,1661;3219,00
23569;TRADTIONAL ALPHABET STAMP SET;4752,31;  961;-0,0693;448,20
20677;PINK POLKADOT BOWL;4749,84; 3676;-0,3182;1755,36
23286;BLUE VINTAGE SPOT BEAKER;4747,62; 5048;-0,2119;907,20
23558;LANDMARK FRAME LONDON BRIDGE;4741,37;  418;-0,0473;3679,20
20979;36 PENCILS TUBE RED RETROSPOT;4729,98; 3739;-0,2677;949,76
23389;SPACEBOY MINI BACKPACK;4726,59; 1109;-0,0915;1312,50
22645;CERAMIC HEART FAIRY CAKE MONEY BANK;4721,73; 2363;-0,5598;463,74
22082;RIBBON REEL STRIPES DESIGN;4716,33; 2713;-0,1976;348,00
23241;TREASURE TIN GYMKHANA DESIGN;4709,07; 2184;-0,1906;888,00
23176;ABC TREASURE BOOK BOX;4697,58; 2167;-0,1821;2141,10
82001S;VINYL RECORD FRAME SILVER;4682,45; 1295;-0,1263;3457,80
82552;WASHROOM METAL SIGN;4680,63; 3016;-0,1419;285,00
22721;SET OF 3 CAKE TINS SKETCHBOOK;4678,71; 1022;-0,0875;1370,54
22745;POPPY'S PLAYHOUSE BEDROOM;4678,59; 2029;-0,2086;555,00
22504;CABIN BAG VINTAGE RETROSPOT;4674,62;  247;0,2493;3451,50
22606;WOODEN SKITTLES GARDEN SET;4670,36;  315;-0,0324;2103,75
47599A;PINK PARTY BAGS;4649,50; 2456;-0,0860;2379,52
22295;HEART FILIGREE DOVE LARGE;4643,67; 2807;-0,1525;730,80
22628;PICNIC BOXES SET OF 3 RETROSPOT;4625,86;  966;-0,1441;1905,16
22775;PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;4621,87; 3227;-0,3763;610,56
21833;CAMOUFLAGE LED TORCH;4594,43; 2726;-0,2481;1215,84
23285;PINK VINTAGE SPOT BEAKER;4572,41; 4807;-0,2553;855,36
22417;PACK OF 60 SPACEBOY CAKE CASES;4566,54; 8426;-0,3908;1063,44
23404;HOME SWEET HOME BLACKBOARD;4561,76; 1011;-0,2163;1514,78
23275;SET OF 3 HANGING OWLS OLLIE BEAK;4557,97; 3749;-0,1754;1210,56
82551;LAUNDRY 15C METAL SIGN;4542,89; 2918;-0,2159;540,00
20974;12 PENCILS SMALL TUBE SKULL;4531,98; 6983;-0,1557;781,00
23309;SET OF 60 I LOVE LONDON CAKE CASES;4527,20; 8332;-0,3433;1764,00
23163;REGENCY SUGAR TONGS;4515,22; 1832;-0,3370;1614,08
23112;PARISIENNE CURIO CABINET;4514,58;  547;-0,2214;744,80
22938;CUPCAKE LACE PAPER SET 6;4488,63; 2367;-0,0734;950,40
21934;SKULL SHOULDER BAG;4480,28; 2421;-0,2974;319,00
23167;SMALL CERAMIC TOP STORAGE JAR;4476,01; 5847;-0,2079;2587,50
84987;SET OF 36 TEATIME PAPER DOILIES;4474,07; 3053;-0,3657;1080,00
21906;PHARMACIE FIRST AID TIN;4470,81;  581;-0,4314;666,40
22942;CHRISTMAS LIGHTS 10 SANTAS;4469,04;  609;0,0190;1592,75
22089;PAPER BUNTING VINTAGE PAISLEY;4460,38; 1424;-0,1866;714,00
23288;GREEN VINTAGE SPOT BEAKER;4444,23; 4625;-0,2257;717,12
23530;WALL ART ONLY ONE PERSON;4436,27; 1056;-0,1268;2761,20
22626;BLACK KITCHEN SCALES;4427,36;  520;-0,0776;1193,40
20975;12 PENCILS SMALL TUBE RED RETROSPOT;4387,82; 6640;-0,1337;323,40
15056P;EDWARDIAN PARASOL PINK;4366,82;  778;-0,0667;1510,65
23349;ROLL WRAP VINTAGE CHRISTMAS;4355,10; 3231;-0,2308;536,64
84997C;BLUE 3 PIECE POLKADOT CUTLERY SET;4346,27; 1201;0,0563;3958,89
22327;ROUND SNACK BOXES SET OF 4 SKULLS;4336,70; 1178;-0,4569;734,40
16014;SMALL CHINESE STYLE SCISSOR;4335,76;13328;0,0441;4038,40
84692;BOX OF 24 COCKTAIL PARASOLS;4329,48; 7908;-0,6103;292,00
22899;CHILDREN'S APRON DOLLY GIRL;4328,53; 2070;-0,1627;1387,50
21498;RED RETROSPOT WRAP;4322,42;10551;0,0047;479,00
21892;TRADITIONAL WOODEN CATCH CUP GAME;4322,16; 3196;-0,2814;305,28
23168;CLASSIC CAFE SUGAR DISPENSER;4312,60; 3076;-0,4375;1264,64
23050;RECYCLED ACAPULCO MAT GREEN;4286,55;  497;-0,1180;216,05
22723;SET OF 6 HERB TINS SKETCHBOOK;4282,57; 1169;-0,0874;1330,80
22694;WICKER STAR;4260,12; 1846;-0,2119;355,20
20970;PINK FLORAL FELTCRAFT SHOULDER BAG;4235,88; 1117;-0,1179;800,04
22661;CHARLOTTE BAG DOLLY GIRL DESIGN;4231,95; 5214;-0,1488;1641,60
22061;LARGE CAKE STAND  HANGING STRAWBERY;4228,01;  583;-0,0339;1546,28
23089;GLASS BON BON JAR;4217,73; 2355;0,2771;3487,35
22801;ANTIQUE GLASS PEDESTAL BOWL;4215,14; 1030;-0,2588;1179,72
23012;GLASS APOTHECARY BOTTLE PERFUME;4208,96; 1074;-0,1701;1697,40
23144;ZINC T-LIGHT HOLDER STARS SMALL;4197,83; 5089;-0,1370;1270,08
22550;HOLIDAY FUN LUDO;4194,89; 1162;-0,1844;1542,24
20682;RED RETROSPOT CHILDRENS UMBRELLA;4190,83; 1241;-0,2355;544,50
22813;PACK 3 BOXES BIRD PANNETONE;4188,94; 2168;-0,2909;1267,20
23110;PARISIENNE KEY CABINET;4158,68;  702;-0,1581;821,70
72760B;VINTAGE CREAM 3 BASKET CAKE STAND;4155,34;  410;-0,1151;950,88
21874;GIN AND TONIC MUG;4149,93; 2981;-0,6072;563,04
22649;STRAWBERRY FAIRY CAKE TEAPOT;4147,73;  798;-0,2163;386,75
23486;ANTIQUE HEART SHELF UNIT;4145,47;  275;-0,0698;2497,20
22596;CHRISTMAS STAR WISH LIST CHALKBOARD;4142,92; 3502;-0,0389;426,27
23283;DOORMAT VINTAGE LEAF;4122,20;  564;-0,1124;2013,30
22841;ROUND CAKE TIN VINTAGE GREEN;4109,72;  530;-0,0615;1081,40
23255;CHILDRENS CUTLERY CIRCUS PARADE;4101,37; 1015;-0,0472;1350,00
23193;BUFFALO BILL TREASURE BOOK BOX;4097,28; 1930;-0,2065;2695,16
23009;I LOVE LONDON BABY GIFT SET;4082,52;  263;0,0567;2459,86
22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;4075,94;10610;-0,7159;0,00
22489;PACK OF 12 TRADITIONAL CRAYONS;4072,97; 9721;-0,2859;1170,72
23340;VINTAGE CHRISTMAS CAKE FRILL;4053,88; 2512;-0,1860;1218,00
21116;OWL DOORSTOP;4051,79;  695;0,1868;2330,90
21704;BAG 250g SWIRLY MARBLES;4039,28; 5144;-0,1804;2280,96
22219;LOVEBIRD HANGING DECORATION WHITE;4037,98; 4138;-0,3879;311,04
72351B;SET/6 PINK  BUTTERFLY T-LIGHTS;4012,05; 2098;-0,1339;1919,84
22951;60 CAKE CASES DOLLY GIRL DESIGN;4010,55; 7518;-0,2215;776,16
22431;WATERING CAN BLUE ELEPHANT;4002,61; 2060;-0,1881;1031,34
22890;NOVELTY BISCUITS CAKE STAND 3 TIER;3999,57;  391;-0,1310;918,00
23129;HEART SHAPED HOLLY WREATH;3999,50;  950;-0,1027;630,00
22956;36 FOIL HEART CAKE CASES;3992,58; 2055;-0,0552;1948,54
22493;PAINT YOUR OWN CANVAS SET;3989,94; 2463;-0,1587;1183,20
20675;BLUE POLKADOT BOWL;3984,37; 3121;-0,2688;1297,44
23306;SET OF 36 DOILIES PANTRY DESIGN;3983,60; 2741;-0,1969;540,00
84792;ENCHANTED BIRD COATHANGER 5 HOOK;3978,97;  834;-0,1892;624,84
22274;FELTCRAFT DOLL EMILY;3974,13; 1347;-0,1249;765,00
22131;FOOD CONTAINER SET 3 LOVE HEART;3952,19; 2039;-0,4335;1900,80
23526;WALL ART DOG LICENCE;3939,76;  604;-0,4925;1301,28
23557;LANDMARK FRAME BAKER STREET;3930,27;  350;-0,0546;3317,85
22148;EASTER CRAFT 4 CHICKS;3929,15; 1939;-0,1540;990,00
22179;SET 10 NIGHT OWL LIGHTS;3915,48;  506;-0,3238;972,60
22980;PANTRY SCRUBBING BRUSH;3914,96; 2366;-0,1642;904,80
23081;GREEN METAL BOX ARMY SUPPLIES;3914,50;  468;-0,1434;1560,00
21716;BOYS VINTAGE TIN SEASIDE BUCKET;3913,72; 1441;-0,3249;739,20
21041;RED RETROSPOT OVEN GLOVE DOUBLE;3909,63;  921;-0,4832;0,00
21928;JUMBO BAG SCANDINAVIAN PAISLEY;3908,62; 2059;-0,3246;3438,45
23049;RECYCLED ACAPULCO MAT RED;3896,84;  456;-0,0814;149,00
22117;METAL SIGN HER DINNER IS SERVED;3896,45; 1320;0,0097;131,67
23552;BICYCLE PUNCTURE REPAIR KIT;3883,99; 1864;-0,0878;1926,48
22222;CAKE PLATE LOVEBIRD WHITE;3880,20; 1057;-0,0992;2119,35
22578;WOODEN STAR CHRISTMAS SCANDINAVIAN;3877,68;10462;-0,6210;0,00
21749;LARGE RED RETROSPOT WINDMILL;3877,09; 1963;-0,2052;2553,00
22738;RIBBON REEL SNOWY VILLAGE;3856,07; 2189;-0,4100;870,00
22896;PEG BAG APPLES DESIGN;3853,76; 1492;-0,2552;1050,00
